t,Step,AgentID,geometry,speed,x,y
2025-09-03 15:28:51.726487,0,0,POINT (250.19575278361827 90.02901168407732),5.287993171899841e-05,250.19575278361827,90.02901168407732
2025-09-03 15:28:52.726487,1,0,POINT (250.19570032621394 90.02901835550212),5.287993171899841e-05,250.19570032621394,90.02901835550212
2025-09-03 15:28:53.726487,2,0,POINT (250.19568685525905 90.02903178770696),1.9023426407413198e-05,250.19568685525905,90.02903178770696
2025-09-03 15:28:54.726487,3,0,POINT (250.19551421365617 90.02901417405376),0.0001735377878922111,250.19551421365617,90.02901417405376
2025-09-03 15:28:55.726487,4,0,POINT (250.1950751196926 90.02897714160851),0.00044065282347849273,250.1950751196926,90.02897714160851
2025-09-03 15:28:56.726487,5,0,POINT (250.1945981773766 90.02895198115301),0.0004776055080405044,250.1945981773766,90.02895198115301
2025-09-03 15:28:57.726487,6,0,POINT (250.19399859794265 90.0289304630214),0.0005999654386773125,250.19399859794265,90.0289304630214
2025-09-03 15:28:58.726487,7,0,POINT (250.19335330593393 90.02889399640742),0.0006463215844004285,250.19335330593393,90.02889399640742
2025-09-03 15:28:59.726487,8,0,POINT (250.19269369926826 90.02887958920097),0.0006597639888522453,250.19269369926826,90.02887958920097
2025-09-03 15:29:00.726487,9,0,POINT (250.1919576267444 90.02884052029289),0.0007371086351184895,250.1919576267444,90.02884052029289
2025-09-03 15:29:01.726487,10,0,POINT (250.1911928006642 90.02879053403908),0.0007664577995717809,250.1911928006642,90.02879053403908
2025-09-03 15:29:02.726487,11,0,POINT (250.1903704440258 90.02871739429155),0.0008256027273333387,250.1903704440258,90.02871739429155
2025-09-03 15:29:03.726487,12,0,POINT (250.1894421115297 90.02862647874576),0.0009327737452263996,250.1894421115297,90.02862647874576
2025-09-03 15:29:04.726487,13,0,POINT (250.1884864845786 90.02850735662881),0.0009630228182330671,250.1884864845786,90.02850735662881
2025-09-03 15:29:05.726487,14,0,POINT (250.1874711469265 90.02836439915666),0.0010253523231547447,250.1874711469265,90.02836439915666
2025-09-03 15:29:06.726487,15,0,POINT (250.18635902783478 90.0282264772524),0.0011206388025722692,250.18635902783478,90.0282264772524
2025-09-03 15:29:07.726487,16,0,POINT (250.18520326775993 90.0280440918652),0.0011700622975240943,250.18520326775993,90.0280440918652
2025-09-03 15:29:08.726487,17,0,POINT (250.18398623666016 90.02783271758543),0.0012352504944169208,250.18398623666016,90.02783271758543
2025-09-03 15:29:09.726487,18,0,POINT (250.18257876137832 90.0276076418213),0.001425358119413403,250.18257876137832,90.0276076418213
2025-09-03 15:29:10.726487,19,0,POINT (250.18110782036905 90.02735780969053),0.0014920065503646392,250.18110782036905,90.02735780969053
2025-09-03 15:29:11.726487,20,0,POINT (250.17956192081093 90.02709540006461),0.0015680128365491528,250.17956192081093,90.02709540006461
2025-09-03 15:29:12.726487,21,0,POINT (250.17801463393877 90.02682520323886),0.0015707014322856267,250.17801463393877,90.02682520323886
2025-09-03 15:29:13.726487,22,0,POINT (250.17640039297058 90.02656331812005),0.0016353463605147526,250.17640039297058,90.02656331812005
2025-09-03 15:29:14.726487,23,0,POINT (250.17463305650432 90.02628855837226),0.0017885667736979056,250.17463305650432,90.02628855837226
2025-09-03 15:29:15.726487,24,0,POINT (250.17271259648672 90.0260039398083),0.0019414361710215168,250.17271259648672,90.0260039398083
2025-09-03 15:29:16.726487,25,0,POINT (250.17083752271344 90.02571753391902),0.0018968210217753933,250.17083752271344,90.02571753391902
2025-09-03 15:29:17.726487,26,0,POINT (250.16887736090652 90.02541132787404),0.0019839345884611506,250.16887736090652,90.02541132787404
2025-09-03 15:29:18.726487,27,0,POINT (250.1668139563952 90.02507622069892),0.0020904389481983835,250.1668139563952,90.02507622069892
2025-09-03 15:29:19.726487,28,0,POINT (250.16464284300167 90.02471467159066),0.002201011386896971,250.16464284300167,90.02471467159066
2025-09-03 15:29:20.726487,29,0,POINT (250.1623220453193 90.02433433581788),0.002351756191124559,250.1623220453193,90.02433433581788
2025-09-03 15:29:21.726487,30,0,POINT (250.15995255141766 90.02396131301893),0.002398676167912824,250.15995255141766,90.02396131301893
2025-09-03 15:29:22.726487,31,0,POINT (250.15743600269838 90.02357240599572),0.0025464222213206654,250.15743600269838,90.02357240599572
2025-09-03 15:29:23.726487,32,0,POINT (250.15478722929905 90.02314278309011),0.002683388969572272,250.15478722929905,90.02314278309011
2025-09-03 15:29:24.726487,33,0,POINT (250.15203785018912 90.022702012664),0.002784486318631574,250.15203785018912,90.022702012664
2025-09-03 15:29:25.726487,34,0,POINT (250.1492380460459 90.02224680731564),0.002836567494275741,250.1492380460459,90.02224680731564
2025-09-03 15:29:26.726487,35,0,POINT (250.1463613945433 90.021753516711),0.002918640006573821,250.1463613945433,90.021753516711
2025-09-03 15:29:27.726487,36,0,POINT (250.14321304558882 90.02122312145438),0.0031927136212686535,250.14321304558882,90.02122312145438
2025-09-03 15:29:28.726487,37,0,POINT (250.13992221070933 90.02069208595451),0.0033334056018159506,250.13992221070933,90.02069208595451
2025-09-03 15:29:29.726487,38,0,POINT (250.1365715578779 90.02014725755937),0.003394659390425606,250.1365715578779,90.02014725755937
2025-09-03 15:29:30.726487,39,0,POINT (250.13319029270838 90.01958691324005),0.0034273809100729313,250.13319029270838,90.01958691324005
2025-09-03 15:29:31.726487,40,0,POINT (250.12979540023125 90.01902084145725),0.0034417629486312973,250.12979540023125,90.01902084145725
2025-09-03 15:29:32.726487,41,0,POINT (250.12630451326407 90.01846295204287),0.003535184919667275,250.12630451326407,90.01846295204287
2025-09-03 15:29:33.726487,42,0,POINT (250.12271164294555 90.01788082261028),0.003639724138178821,250.12271164294555,90.01788082261028
2025-09-03 15:29:34.726487,43,0,POINT (250.11898684841034 90.01729239454492),0.0037709868625560605,250.11898684841034,90.01729239454492
2025-09-03 15:29:35.726487,44,0,POINT (250.1150874886808 90.01666646724486),0.003949277311768239,250.1150874886808,90.01666646724486
2025-09-03 15:29:36.726487,45,0,POINT (250.11125993431372 90.01605559362991),0.0038759952278714367,250.11125993431372,90.01605559362991
2025-09-03 15:29:37.726487,46,0,POINT (250.10734723870135 90.01542997789784),0.003962395992236047,250.10734723870135,90.01542997789784
2025-09-03 15:29:38.726487,47,0,POINT (250.10331369658573 90.01479505532049),0.004083208135488296,250.10331369658573,90.01479505532049
2025-09-03 15:29:39.726487,48,0,POINT (250.09929984141303 90.01417470146768),0.004061511079649502,250.09929984141303,90.01417470146768
2025-09-03 15:29:40.726487,49,0,POINT (250.0952129973774 90.01355435705621),0.004133657141139857,250.0952129973774,90.01355435705621
2025-09-03 15:29:41.726487,50,0,POINT (250.091240189126 90.01295487094671),0.004017784090475467,250.091240189126,90.01295487094671
2025-09-03 15:29:42.726487,51,0,POINT (250.08719625264732 90.01234422464664),0.00408978130803027,250.08719625264732,90.01234422464664
2025-09-03 15:29:43.726487,52,0,POINT (250.0831305878869 90.01174756615767),0.0041092129777573,250.0831305878869,90.01174756615767
2025-09-03 15:29:44.726487,53,0,POINT (250.07891801672747 90.01113458943877),0.004256935074811013,250.07891801672747,90.01113458943877
2025-09-03 15:29:45.726487,54,0,POINT (250.07462439348257 90.01050164214088),0.0043400256740131,250.07462439348257,90.01050164214088
2025-09-03 15:29:46.726487,55,0,POINT (250.0702260228492 90.00986411503501),0.004444334037759184,250.0702260228492,90.00986411503501
2025-09-03 15:29:47.726487,56,0,POINT (250.06581613579203 90.00922551473884),0.004455885343589526,250.06581613579203,90.00922551473884
2025-09-03 15:29:48.726487,57,0,POINT (250.06122014239074 90.00853827826792),0.00464709041355129,250.06122014239074,90.00853827826792
2025-09-03 15:29:49.726487,58,0,POINT (250.05664497507303 90.00786192212219),0.00462489066042845,250.05664497507303,90.00786192212219
2025-09-03 15:29:50.726487,59,0,POINT (250.05204426708184 90.00719160721907),0.004649283395268338,250.05204426708184,90.00719160721907
2025-09-03 15:29:51.726487,60,0,POINT (250.04739205932944 90.0065139948071),0.004701297220167867,250.04739205932944,90.0065139948071
2025-09-03 15:29:52.726487,61,0,POINT (250.04270893920045 90.00582301189809),0.004733822084010759,250.04270893920045,90.00582301189809
2025-09-03 15:29:53.726487,62,0,POINT (250.03808636550914 90.00514336278903),0.004672270373492058,250.03808636550914,90.00514336278903
2025-09-03 15:29:54.726487,63,0,POINT (250.033400562166 90.00442547948742),0.004740475651795849,250.033400562166,90.00442547948742
2025-09-03 15:29:55.726487,64,0,POINT (250.0286124278286 90.00368802626053),0.004844591592178215,250.0286124278286,90.00368802626053
2025-09-03 15:29:56.726487,65,0,POINT (250.02379532872183 90.0029627326087),0.00487139555833239,250.02379532872183,90.0029627326087
2025-09-03 15:29:57.726487,66,0,POINT (250.01890061279167 90.00223025856397),0.004949218348708187,250.01890061279167,90.00223025856397
2025-09-03 15:29:58.726487,67,0,POINT (250.0139534824488 90.00149445704811),0.0050015500097417296,250.0139534824488,90.00149445704811
