t,Step,AgentID,v,geometry,speed,x,y
2025-10-07 10:55:28.861075,1600,1030,0.3619970963426238,POINT (-4.478502971829762 48.350622709726224),1.145310687498183,-4.478502971829762,48.350622709726224
2025-10-07 10:55:38.861075,1610,1030,0.46199709634262387,POINT (-4.478360583229958 48.35052601500658),1.5066119633238795,-4.478360583229958,48.35052601500658
2025-10-07 10:55:48.861075,1620,1030,0.34123344817602597,POINT (-4.47825189257246 48.35045220423333),1.1500553969589515,-4.47825189257246,48.35045220423333
2025-10-07 10:55:58.861075,1630,1030,0.44123344817602606,POINT (-4.478116593966362 48.350360324259775),1.431595118979613,-4.478116593966362,48.350360324259775
2025-10-07 10:56:08.861075,1640,1030,0.5412334481760261,POINT (-4.477911908529063 48.35027526001079),1.7878221295349501,-4.477911908529063,48.35027526001079
2025-10-07 10:56:18.861075,1650,1030,0.6412334481760262,POINT (-4.4776431636675245 48.35019670405306),2.1750232664487554,-4.4776431636675245,48.35019670405306
2025-10-07 10:56:28.861075,1660,1030,0.3895936769474351,POINT (-4.477445574296677 48.35013183200912),1.6325295548620447,-4.477445574296677,48.35013183200912
2025-10-07 10:56:38.861075,1670,1030,0.48959367694743516,POINT (-4.47723925095406 48.35008221901192),1.6257167821662193,-4.47723925095406,48.35008221901192
2025-10-07 10:56:48.861075,1680,1030,0.5895936769474353,POINT (-4.4770205956058495 48.3499804964132),1.9763522231954451,-4.4770205956058495,48.3499804964132
2025-10-07 10:56:58.861075,1690,1030,0.6895936769474353,POINT (-4.476766995521123 48.349855102778236),2.3403702535909114,-4.476766995521123,48.349855102778236
2025-10-07 10:57:08.861075,1700,1030,0.7895936769474354,POINT (-4.476475340135174 48.34970922709407),2.7026457473153327,-4.476475340135174,48.34970922709407
2025-10-07 10:57:18.861075,1710,1030,0.8895936769474355,POINT (-4.4761568247531915 48.34953392128748),3.06161287148931,-4.4761568247531915,48.34953392128748
2025-10-07 10:57:28.861075,1720,1030,0.9895936769474356,POINT (-4.475800597109009 48.349337859250845),3.4241155808609265,-4.475800597109009,48.349337859250845
2025-10-07 10:57:38.861075,1730,1030,0.1662627240686978,POINT (-4.475607486460044 48.349246058316396),1.7580579114415642,-4.475607486460044,48.349246058316396
2025-10-07 10:57:48.861075,1740,1030,0.2662627240686979,POINT (-4.475506432546486 48.34921862523398),0.8087504321265053,-4.475506432546486,48.34921862523398
2025-10-07 10:57:58.861075,1750,1030,0.366262724068698,POINT (-4.475383920634247 48.3491536606756),1.1603539533052285,-4.475383920634247,48.3491536606756
2025-10-07 10:58:08.861075,1760,1030,0.46626272406869806,POINT (-4.475232356494865 48.349060972595716),1.5245651617538167,-4.475232356494865,48.349060972595716
2025-10-07 10:58:18.861075,1770,1030,0.14000000000000004,POINT (-4.475121495357539 48.34899317617636),1.115139580036622,-4.475121495357539,48.34899317617636
2025-10-07 10:58:28.861075,1780,1030,0.24000000000000013,POINT (-4.475051337222268 48.348950271417536),0.7057131204003954,-4.475051337222268,48.348950271417536
2025-10-07 10:58:38.861075,1790,1030,0.3400000000000002,POINT (-4.47494520055609 48.34888536421829),1.0676178916056118,-4.47494520055609,48.34888536421829
2025-10-07 10:58:48.861075,1800,1030,0.4400000000000003,POINT (-4.474803085359005 48.34879845457863),1.4295234055430175,-4.474803085359005,48.34879845457863
2025-10-07 10:58:58.861075,1810,1030,0.5400000000000004,POINT (-4.474631053510937 48.34868588591837),1.7868281768282082,-4.474631053510937,48.34868588591837
